utc_iso,board_timestamp,sample_index,label,trial_id,phase,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
2026-06-14T08:28:19.639322+00:00,1781425699.586962,206,Left,trial_20260614_142816_r01_Left,hold,15403.391766952487,11090.354453367527,-47056.83702908004,-56578.03196645164,-15742.087750683755,-49969.40344207328,-35527.449611121374,-61550.5798519349,15122.385635660368,10813.461043055182,-46295.53661293228,-56502.72893938171,-15911.446918421618,-50261.94307350434,-35719.67461343701,-61838.582079241525
2026-06-14T08:28:19.639322+00:00,1781425699.586975,208,Left,trial_20260614_142816_r01_Left,hold,15358.934147230882,11049.718981947779,-46001.18649020034,-56097.53651589591,-15634.106473220167,-50011.98351526064,-35423.91633080439,-61595.39509956779,15612.09000493169,11296.079909334172,-47238.48965626832,-56430.64456351335,-15550.823873379693,-49745.75188705348,-35321.70180341027,-61332.49388128446
2026-06-14T08:28:19.639322+00:00,1781425699.586988,210,Left,trial_20260614_142816_r01_Left,hold,15108.885182009362,10794.998502135099,-46231.07418192318,-56493.43061368831,-15933.306924498907,-50290.843879085056,-35739.008872390856,-61872.19910290231,15039.617125942366,10733.575908371915,-45468.94675123057,-56209.98814225056,-15898.058223492888,-50357.452077561866,-35709.571624943215,-61934.76163563271
2026-06-14T08:28:19.639322+00:00,1781425699.587001,212,Left,trial_20260614_142816_r01_Left,hold,15628.540888850795,11306.384063528069,-47282.34377888963,-56452.81749401301,-15555.964774604414,-49747.51767486545,-35330.08370758101,-61338.55120403186,15386.71736558883,11066.706307733812,-47012.222947147246,-56585.76567003318,-15766.808780051326,-50004.47332912366,-35555.61280913506,-61590.81299195445
2026-06-14T08:28:19.639322+00:00,1781425699.587014,214,Left,trial_20260614_142816_r01_Left,hold,15027.770701381052,10714.442815118173,-45472.70184429906,-56223.957982535125,-15910.57520038786,-50371.35486261307,-35726.38013677361,-61954.632336453484,15366.131408945492,11047.886138902442,-46050.270921024196,-56114.88146959323,-15640.968458767948,-50012.92228852776,-35432.34293846404,-61600.9383321927
2026-06-14T08:28:19.639322+00:00,1781425699.587031,216,Left,trial_20260614_142816_r01_Left,hold,15382.939920775882,11060.224301841772,-47000.48828130821,-56588.24671366772,-15765.042992239356,-50005.83678553543,-35556.30571321317,-61595.439803056695,15111.232115177168,10796.98780739162,-46225.15096964252,-56497.856259090455,-15926.310828484397,-50288.04991102814,-35737.55600900126,-61872.66848953587
2026-06-14T08:28:19.639322+00:00,1781425699.587044,218,Left,trial_20260614_142816_r01_Left,hold,15397.736775605295,11077.166924138895,-46116.14151193399,-56121.542289440906,-15621.544792836285,-49984.51322132507,-35411.77933356516,-61575.50204700256,15632.161871452556,11304.081833849172,-47287.238810925344,-56457.667822559815,-15554.780132148282,-49742.35442189627,-35330.173114558835,-61337.679485998095
2026-06-14T08:28:19.639322+00:00,1781425699.587056,220,Left,trial_20260614_142816_r01_Left,hold,15097.105812681415,10774.948987358688,-46168.57870442614,-56493.96705555524,-15942.024104836477,-50307.898260104455,-35750.251799851874,-61892.8074112901,15055.59862322791,10737.956850285156,-45452.115887655724,-56197.113537444304,-15887.105868709788,-50351.10418213656,-35698.70867713793,-61934.359304232516
2026-06-14T08:28:19.674545+00:00,1781425699.587068,222,Left,trial_20260614_142816_r01_Left,hold,15634.866432531648,11299.678540191477,-47306.12603499008,-56478.52200013662,-15557.21647229391,-49746.310680664865,-35332.49769598219,-61337.835948209286,15370.937034003382,11042.007630110696,-46959.60694069946,-56592.98528349224,-15779.593977879762,-50026.087466011944,-35571.32608548714,-61616.18222191122
2026-06-14T08:28:19.674545+00:00,1781425699.587081,224,Left,trial_20260614_142816_r01_Left,hold,15044.869785889363,10718.913164009235,-45454.59693129027,-56199.32636014538,-15894.303130424398,-50362.72708925332,-35712.142075555574,-61941.35540024703,15415.305246747166,11083.805392242122,-46158.006329298776,-56126.437321476624,-15616.403891611564,-49967.34708158339,-35399.99996423721,-61553.41852348072
2026-06-14T08:28:19.674545+00:00,1781425699.587093,226,Left,trial_20260614_142816_r01_Left,hold,15367.13723744598,11027.881327614943,-46933.76832410912,-56574.276873383154,-15769.848617297248,-50033.03885853754,-35565.60403890658,-61611.89068697581,15095.116507424893,10763.907225597766,-46165.60592241358,-56486.76979384063,-15934.58097393286,-50314.06734157412,-35749.22361960693,-61889.767574044185
2026-06-14T08:28:19.674545+00:00,1781425699.587105,228,Left,trial_20260614_142816_r01_Left,hold,15424.424758484933,11084.744165509244,-46236.28213838126,-56143.089371095826,-15599.148344892068,-49964.75427922658,-35387.840615253524,-61538.46520644012,15629.18908944,11285.641644673544,-47321.95107006444,-56482.902942049855,-15556.568271704708,-49756.793648814404,-35332.29653028209,-61336.919526686615
